ASAP_A	ASAP_B	ASAP_C
4.308679707	4.49886768	4.011310312
4.109413203	4.228728567	3.913127181
4.357579462	4.525396312	4.058837685
4.33801956	4.609835005	4.025628685
4.403728606	4.591717891	4.108530863
4.363691932	4.575218376	3.95704488
4.553789731	4.652863151	3.968836482
4.414731051	4.573277257	4.009505475
4.599022005	4.824652216	4.005173866
4.351466993	4.551924943	4.032126098
4.351772616	4.582982853	4.088797979
4.430623472	4.604011647	4.018770304
4.431540342	4.637981236	4.089279268
4.475550122	4.648010353	4.174587896
4.470354523	4.554189583	4.247864276
4.367665037	4.651569071	4.156900493
4.502750611	4.682950501	4.130790519
4.629584352	4.890003235	4.264107809
4.726772616	4.927208023	4.183973048
4.503361858	4.720802329	4.417278306
4.532701711	4.820769977	4.258933943
4.722493888	4.882562278	4.527614006
4.674816626	4.853445487	4.067982192
4.903117359	5.193141378	4.213091084
4.73502445	4.881915238	4.190831428
4.926650367	5.246845681	4.396943809
4.445293399	4.607246846	4.450607628
4.652811736	4.838240052	4.342317411
4.590158924	4.799741184	4.298760679
4.915036675	5.116143643	4.247864276
4.944987775	5.255257198	4.430995067
4.796149144	5.043675186	4.422572494
4.737775061	4.979618247	4.528215618
4.842298289	4.898091233	4.36084707
4.951711491	5.160465869	4.557935267
4.921760391	5.129731478	4.363734809
5.02200489	5.21967001	4.395740585
4.785757946	5.043998706	4.691132234
5.08099022	5.286962148	4.442064733
4.855745721	5.120025882	4.639513897
4.80195599	5.02976383	4.416436049
5.235330073	5.479456487	4.460233426
5.007640587	5.165642187	4.53711948
5.182762836	5.403105791	4.33642161
4.899449878	5.173083145	4.662736133
4.960268949	5.183112261	4.467573096
5.069376528	5.285344549	4.448321502
4.787897311	5.145583953	4.514980147
5.296454768	5.461986412	4.630128745
4.943154034	5.193464898	4.678257731
4.834046455	5.049175024	4.463000842
5.009779951	5.252345519	4.726988329
5.148838631	5.382076998	4.520394658
5.168704156	5.527337431	4.639513897
5.056845966	5.324490456	4.541571411
5.180317848	5.526690391	4.681987727
4.945599022	5.309285021	4.808927927
5.142726161	5.404076351	4.56154494
4.977689487	5.211582012	4.666466129
5.195599022	5.512455516	4.587534593
5.396699267	5.713684892	4.618938756
5.025366748	5.351666127	4.841174347
5.22799511	5.502102879	4.924196848
5.099022005	5.377547719	4.90675009
5.10207824	5.422840505	4.745517988
5.371026895	5.674862504	4.627601973
5.542176039	5.74991912	4.885693659
5.559596577	5.758977677	4.60450006
5.200488998	5.56130702	4.945253279
5.101161369	5.422516985	4.744675731
5.397616137	5.771918473	4.723017687
5.140892421	5.397282433	4.885212369
5.563875306	5.778065351	4.678137408
5.307762836	5.556130702	4.957405848
5.239303178	5.551924943	4.871495608
5.457518337	5.790035587	4.930814583
5.254584352	5.49854416	4.946576826
5.604523227	5.871562601	4.891348815
5.507334963	5.769977354	4.874623992
5.516198044	5.772889033	4.9062688
5.582212714	5.859268845	4.953435206
5.546149144	5.860886445	4.92479846
5.492359413	5.726949207	4.999398388
5.564792176	5.817858298	4.84081338
5.569070905	5.841151731	4.957766815
5.612775061	5.84244581	5.189387559
5.622860636	5.90488515	4.819877271
5.444376528	5.716920091	4.759475394
5.600550122	5.949530896	4.916736855
5.877444988	6.21902297	5.20310432
5.41106357	5.630540278	5.040668993
5.366136919	5.675509544	5.161713392
5.516809291	5.865739243	5.06004091
5.962408313	6.269815594	5.21092528
5.673594132	5.96861857	4.942606185
5.898533007	6.127466839	5.071832511
5.660757946	5.956971854	5.03465287
5.971577017	6.256551278	4.887979786
5.550733496	5.865415723	5.238479124
5.731356968	6.166612747	5.099025388
5.70599022	5.93626658	5.307062929
5.481662592	5.81171142	5.222115269
5.900366748	6.252669039	5.048008663
5.753973105	6.086056292	5.225484298
6.109413203	6.423811064	5.024786428
5.894559902	6.116143643	5.441342799
5.596271394	5.912649628	5.234508483
5.908618582	6.24943384	5.220551077
5.693459658	6.025558072	5.325351943
6.286674817	6.510190877	5.271928769
5.953545232	6.276609511	5.346649019
5.903422983	6.301197024	5.450006016
6.063875306	6.43869298	5.135483095
5.943765281	6.345519249	5.241848153
6.063875306	6.446133937	5.308867766
6.239608802	6.473956648	5.401395741
5.892114914	6.206405694	5.414390567
5.937652812	6.283726949	5.458548911
6.055929095	6.441928179	5.272049092
6.129584352	6.403429311	5.624232944
6.16809291	6.512131996	5.349055469
6.074572127	6.479132967	5.585609433
5.979828851	6.308961501	5.417879918
6.331295844	6.78000647	5.512573698
6.125305623	6.439340019	5.536036578
6.337408313	6.769330314	5.400433161
6.140892421	6.574247816	5.557213332
6.315709046	6.697508897	5.651305499
6.316320293	6.6878033	5.66454097
6.275672372	6.542219346	5.504271447
6.430012225	6.736978324	5.565756227
6.467909535	6.852474927	5.746480568
6.49908313	6.791329667	5.929731681
6.293398533	6.62568748	6.029358681
6.393948655	6.796829505	5.636144868
6.539119804	6.883532837	5.660931296
6.744193154	7.087350372	5.931055228
6.814792176	7.334843093	5.876188184
6.452933985	6.823358137	5.927325232
6.489303178	6.84276933	5.809649862
6.819070905	7.409899709	5.757550235
6.758557457	7.131996118	6.09276862
6.731968215	7.166612747	5.911683311
6.724938875	7.140407635	5.987005174
6.569070905	6.994176642	6.006617736
7.037286064	7.507602718	5.7900373
6.82396088	7.099320608	6.013476116
6.769254279	7.330313814	5.873420768
6.908312958	7.292461986	6.041390928
6.586185819	7.036881268	6.149079533
6.89792176	7.230022646	6.13427987
6.690709046	7.090909091	6.276260378
6.872555012	7.335490133	6.203946577
7.128361858	7.477838887	6.033569968
7.084657702	7.518278874	6.285886175
7.256112469	7.713361372	6.16941403
7.041259169	7.512779036	6.240885573
6.932457213	7.229699127	6.107327638
7.27200489	7.676156584	6.417759596
7.067542787	7.478162407	6.46239923
7.266198044	7.798447105	6.689808687
7.023227384	7.394047234	6.309228733
7.453850856	7.903914591	6.439537962
7.616442543	7.881915238	6.434965708
7.839547677	8.301844063	6.266754903
7.239914425	7.772241993	6.683311274
7.30103912	7.763183436	6.64011551
7.421149144	7.802976383	6.767176032
7.090158924	7.496926561	6.746360245
7.694987775	8.167583306	6.691252557
7.63294621	8.070203818	6.916375887
7.751528117	8.259786477	6.845144989
7.769559902	8.185700421	6.730838648
7.745721271	8.324166936	7.062327036
8.026894866	8.456163054	6.621706173
7.899449878	8.380135878	6.971844543
7.739303178	8.286638628	6.627601973
8.126222494	8.566806859	6.911442666
7.75702934	8.128760919	7.148959211
8.033312958	8.515043675	6.810732764
7.588630807	8.082174054	7.094573457
7.967603912	8.395664833	7.150764048
8.260085575	8.810417341	7.084346047
7.944682152	8.295373665	7.329803874
8.165647922	8.668392106	6.894477199
8.233801956	8.638304756	7.357839009
8.189792176	8.731154966	7.180724341
8.579462103	9.02976383	7.491637589
7.906479218	8.357813006	7.408855733
8.604828851	9.100291168	7.218986885
8.241748166	8.78130055	7.114426663
8.850855746	9.271433193	7.412465407
8.608801956	8.956001294	7.187703044
8.2799511	8.820769977	7.58055589
8.260085575	8.712067292	7.534111419
8.603606357	9.109996765	7.365659969
8.207823961	8.681656422	7.550475274
8.696210269	9.266903915	7.712188666
8.584657702	9.146554513	7.527614006
8.481968215	9.089615011	7.667067742
8.806234719	9.233581365	7.504271447
8.903117359	9.340019411	7.852484659
8.642114914	9.133937237	7.799181807
8.857273839	9.350048528	7.681506437
8.717909535	9.179230023	8.191553363
9.064486553	9.724361048	7.719648658
8.903117359	9.46813329	8.207074961
8.934290954	9.604982206	8.178799182
9.598410758	10.11452604	7.853808206
9.034535452	9.557101262	8.386355433
9.468520782	10.15626011	7.818794369
9.390892421	9.877709479	8.071351221
9.18398533	9.666774507	8.087113464
9.833129584	10.42866386	8.193719167
9.11094132	9.685215141	8.433281194
9.365831296	9.933678421	8.251353628
9.323349633	9.819799418	8.363253519
9.523227384	10.08540925	8.506196607
9.848410758	10.46845681	8.327277103
9.492359413	10.05273374	8.661773553
9.569987775	10.17470074	8.464805679
9.836185819	10.45519249	8.770063771
9.607273839	10.08443869	8.522921429
10.0898533	10.69945002	8.304415834
9.774755501	10.26463928	8.334255806
10.22952323	10.87512132	8.395620262
9.757640587	10.40795859	8.62110456
9.585574572	10.05564542	8.879436891
9.591687042	10.12455516	8.768499579
9.688875306	10.33128437	8.608711346
9.916564792	10.56971854	8.604259415
10.27567237	10.89162083	8.858741427
10.19162592	10.82529926	8.861508844
9.951405868	10.53219023	9.109974732
9.890892421	10.46198641	8.870533029
10.22677262	10.9365901	8.645289376
10.06845966	10.64283403	8.682348695
10.58007335	11.12293756	8.823486945
10.26803178	10.84018117	9.223438816
9.908312958	10.44936914	8.96486584
9.971271394	10.60207053	8.945012634
10.16106357	10.68747978	8.89207075
10.61613692	11.29537367	8.725664782
10.38050122	11.02102879	8.94922392
10.26680929	10.92591394	9.088557334
10.2903423	10.88062116	8.942606185
10.06081907	10.71724361	9.137047287
10.35391198	10.89809123	9.070147997
10.51283619	11.18505338	9.334135483
10.39211491	10.86476868	9.202382385
10.62561125	11.14299579	9.126097942
10.46546455	11.04108703	9.198532066
10.71210269	11.39081203	8.915774275
10.72707824	11.36784212	9.363133197
10.48746944	11.05338078	9.272289736
10.66564792	11.46166289	9.02683191
10.31020782	10.96247169	9.15184695
10.76466993	11.38498868	8.894597521
10.77231051	11.33419605	9.259415233
10.45293399	11.05596894	9.197088196
10.52567237	11.14720155	9.2704849
10.25458435	10.83694597	9.60642522
10.67023227	11.30863798	9.314402599
10.65953545	11.30184406	9.283239081
10.74358191	11.37172436	9.142702443
11.07365526	11.81429958	9.161593069
10.72493888	11.35457781	9.283359403
10.72127139	11.35490133	9.338948382
10.58374083	11.10287933	9.108771508
10.57365526	11.21869945	9.294549392
10.76130807	11.36040116	9.159547588
10.83740831	11.38822388	9.462158585
10.44223716	11.06405694	9.259655878
10.60819071	11.32416694	9.327036458
10.58557457	11.23228729	9.115629888
10.94712714	11.4943384	9.307544219
10.73380196	11.38272404	9.224040428
10.80501222	11.35490133	9.440500541
10.46332518	11.03299903	9.146552761
10.6849022	11.21934649	9.318493563
10.49969438	11.16175995	9.030080616
10.7643643	11.43966354	9.275177476
10.60849633	11.2471692	9.42822765
10.74144254	11.34098997	9.168090483
10.33618582	10.97282433	9.242931055
10.724022	11.24975736	8.821561786
10.79859413	11.51892591	9.107207316
10.59779951	11.1934649	8.836481771
10.56998778	11.21417017	9.010949344
10.12652812	10.72371401	8.977499699
10.39944988	11.1187318	8.834676934
9.959963325	10.54060175	8.903140416
10.39914425	10.81332902	9.229334617
10.18734719	10.83888709	8.751654434
10.13997555	10.71012617	9.015401275
10.20323961	10.75218376	8.85597401
10.48410758	11.22225817	8.732282517
9.954156479	10.57489486	8.937552641
10.31540342	10.91103203	8.402237998
10.23349633	10.69297962	8.702923836
9.937958435	10.50986736	8.745517988
10.33007335	10.90391459	8.550595596
9.593520782	10.15076027	9.088316689
10.08649144	10.54157231	8.836842739
9.979828851	10.54901326	9.284803273
9.711185819	10.22678745	9.154373722
10.43795844	10.92300226	8.894116232
10.01008557	10.63927532	8.895078811
10.61827628	11.23487544	8.520274335
10.49633252	11.07861533	8.442906991
10.09841076	10.71821417	8.391168331
10.09596577	10.74830152	8.10985441
9.507334963	10.13361372	8.24269041
9.677872861	10.28049175	8.109613765
9.463630807	10.09543837	7.918180724
9.086797066	9.690391459	7.842257249
9.385085575	9.90779683	8.108169895
9.134168704	9.626658039	8.141017928
9.08801956	9.549660304	8.071471544
8.842603912	9.351019088	8.025989652
9.058374083	9.685538661	7.964384551
9.282396088	9.835975412	8.443267958
9.114608802	9.568424458	8.171820479
9.151283619	9.619540602	8.164480809
8.947432763	9.420899385	7.877752376
9.60207824	10.19961178	7.913849116
9.276283619	9.741184083	8.313079052
9.36797066	9.808152701	7.58789556
8.853300733	9.376577159	7.462038263
8.935207824	9.390164995	7.889784623
9.403728606	9.909414429	8.495006618
8.486552567	8.872856681	9.231380099
8.459657702	8.997088321	8.84129467
8.894254279	9.424781624	7.772710865
9.592298288	10.13426076	7.437131512
10.45935208	11.0145584	7.675490314
10.17512225	10.68068586	8.305619059
8.692542787	9.159171789	8.117434725
8.384168704	8.869945002	7.556972687
8.825488998	9.215787771	7.68944772
9.346577017	9.864768683	7.630971002
9.303789731	9.711420252	7.654433883
8.554095355	9.03105791	7.152207917
8.69896088	9.149466192	7.325111298
8.531784841	9.079909414	7.15918662
8.549511002	9.013911356	7.061605102
8.028422983	8.539954707	7.216099146
8.197738386	8.676480104	7.274094573
8.157701711	8.519572954	7.336541932
8.044315403	8.371724361	7.207435928
8.127444988	8.548042705	7.272650704
8.168398533	8.584276933	6.968355192
8.220660147	8.792623746	7.272530381
8.107885086	8.543189906	7.314643244
8.19101467	8.608217405	7.172061124
7.884168704	8.253639599	7.010588377
8.270476773	8.642510514	6.850679822
8.291870416	8.695244258	6.988689688
8.069376528	8.449045616	7.044398989
7.84596577	8.285668069	6.934905547
7.702628362	8.074733096	6.707736734
7.743276284	8.204788094	6.582120082
7.953850856	8.383371077	6.636024546
7.777811736	8.211582012	6.59716039
7.489608802	7.903267551	6.694982553
7.391198044	7.75088968	6.601852966
7.421149144	7.735360725	6.583443629
7.273838631	7.725978648	6.594272651
7.518643032	7.887415076	6.400072193
7.376833741	7.770624393	6.507399832
7.290953545	7.724361048	6.1601492
7.393031785	7.762212876	6.380820599
7.170232274	7.497573601	6.194200457
7.301344743	7.765448075	6.165202743
6.858190709	7.299579424	5.817952112
7.077933985	7.418958266	5.678979666
6.964547677	7.262698156	5.667549031
6.900672372	7.229699127	5.778245698
6.412286064	6.908443869	5.583684274
6.239303178	6.606599806	5.734207677
6.259168704	6.580718214	5.549873661
6.471882641	6.806858622	5.590783299
6.143337408	6.644775154	5.325351943
6.349633252	6.675833064	5.40380219
6.10391198	6.508896797	5.379978342
6.213325183	6.476544808	5.432198291
5.86797066	6.244581042	5.246300084
5.925733496	6.292461986	5.279027794
6.001833741	6.216111291	4.998676453
6.045843521	6.296991265	4.903862351
5.752444988	6.06114526	4.934183612
5.887836186	6.24911032	4.90675009
5.481968215	5.777094791	4.904945253
5.403422983	5.683921061	4.762844423
5.477689487	5.771594953	4.882685597
5.374694377	5.665480427	4.749608952
5.462102689	5.734390165	4.696426423
5.24205379	5.514396635	4.727349296
5.440709046	5.777741831	4.567440741
5.250305623	5.546101585	4.59523523
5.128973105	5.514073116	4.513295632
5.241748166	5.50145584	4.264348454
4.993581907	5.223875768	4.336180965
5.089547677	5.336137172	4.21730237
5.011613692	5.318020058	4.323667429
4.678178484	4.879327079	4.339910961
4.811124694	5.009705597	4.107808928
4.659535452	4.849563248	4.298520034
4.801650367	4.961501132	4.337745157
4.700183374	5	4.121525689
4.493276284	4.713037852	4.053302852
4.71301956	4.967000971	3.99951871
4.765281174	4.996117761	4.123571171
4.520476773	4.768683274	3.932739743
4.441320293	4.724037528	3.948862953
4.376528117	4.559689421	3.826615329
4.590464548	4.756389518	3.797016003
4.356051345	4.519249434	3.872337865
4.391503667	4.471368489	3.781975695
4.119498778	4.325137496	3.788232463
4.206295844	4.391459075	3.687642883
4.188875306	4.417017147	3.630971002
4.119804401	4.273374313	3.777162796
4.119804401	4.308314461	3.591264589
4.05195599	4.162406988	3.506798219
3.969743276	4.145260434	3.476356636
4.169621027	4.337107732	3.533148839
3.898227384	4.120025882	3.477439538
3.817237164	3.971853769	3.431356034
3.840464548	3.991264963	3.425821201
3.825794621	3.985765125	3.460714715
3.766809291	3.891944355	3.416436049
3.761919315	3.849886768	3.400072193
3.714853301	3.882238758	3.431837324
3.692848411	3.927855063	3.367344483
3.664119804	3.852798447	3.317530983
3.634779951	3.818828858	3.271206834
3.839853301	3.972177289	3.28612682
3.642420538	3.849239728	3.211887859
3.657396088	3.768036234	3.304295512
3.535757946	3.681656422	3.27589941
3.512224939	3.740537043	3.162796294
3.501833741	3.673244905	3.200457225
3.547371638	3.716596571	3.205029479
3.557457213	3.75056616	3.253519432
3.401589242	3.506308638	3.329563229
3.484107579	3.59527661	3.037059319
3.471271394	3.604982206	3.124774395
3.565403423	3.730831446	3.14450728
3.560819071	3.834357813	3.257129106
3.276589242	3.434487221	3.106244736
3.451711491	3.574894856	2.997232583
3.349938875	3.607246846	3.02635062
3.547371638	3.681009382	3.017326435
3.354828851	3.477838887	3.12597762
3.28606357	3.326431576	3.130790519
3.283924205	3.418311226	2.993863554
3.237469438	3.427369783	2.964745518
3.370415648	3.568424458	3.003850319
3.37408313	3.519572954	3.031043196
3.257640587	3.363312844	2.985681627
3.157090465	3.28243287	2.982312598
3.200794621	3.320931737	2.946697148
3.27292176	3.409576189	3.157020816
3.148533007	3.309932061	3.081217663
3.193459658	3.297638305	3.125135363
3.171760391	3.315108379	2.971002286
3.390892421	3.542542866	2.932980387
3.387836186	3.486897444	2.977860667
3.341075795	3.458427693	2.916375887
3.185819071	3.321255257	2.953916496
3.1549511	3.263345196	2.987005174
3.164731051	3.339695891	2.919865239
3.080378973	3.210611453	3.010949344
3.180012225	3.200582336	2.980387438
3.170843521	3.332901973	2.965467453
3.166564792	3.302814623	2.996871616
3.197432763	3.326108056	2.996270004
3.175427873	3.34422517	2.926843942
3.160757946	3.233904885	3.006738058
3.210880196	3.299255904	2.987847431
3.228606357	3.307667422	3.006377091
3.181845966	3.317373018	3.123330526
3.178178484	3.301197024	3.000721935
3.222188264	3.283726949	2.998074841
3.160452323	3.28243287	2.936710384
3.314180929	3.487220964	3.118878595
3.273227384	3.379165319	2.987967754
3.219437653	3.326431576	2.930453616
3.16900978	3.296020705	2.983756467
3.355440098	3.46878033	2.997834196
3.157396088	3.255904238	3.071351221
3.079462103	3.169524426	3.014919986
3.230134474	3.323196377	3.003128384
3.193765281	3.277580071	3.024786428
3.25702934	3.353607247	2.985200337
3.194376528	3.371400841	3.090001203
3.260085575	3.347783889	3.065094453
3.252444988	3.466839211	2.98435808
3.153728606	3.269815594	3.111659247
3.357273839	3.351989647	3.040308026
3.218826406	3.362665804	3.043195765
3.16106357	3.266580395	3.122127301
3.321210269	3.400841152	3.072554446
3.307457213	3.389841475	3.094693779
3.251528117	3.362665804	3.129827939
3.335880196	3.450339696	3.240163639
3.281479218	3.376577159	3.196125617
3.250305623	3.427046263	3.130790519
3.294315403	3.434810741	3.229815907
3.489608802	3.605952766	3.284803273
3.382334963	3.515690715	3.174587896
3.326711491	3.429310903	3.287330045
3.468520782	3.565836299	3.216099146
3.531173594	3.600129408	3.201299483
3.367665037	3.461339372	3.214294309
3.540647922	3.62568748	3.189146914
3.409841076	3.540925267	3.191192396
3.395171149	3.522484633	3.190711106
3.451405868	3.515043675	3.303573577
3.346577017	3.470397929	3.170978222
3.454767726	3.457457134	3.397064132
3.371332518	3.450986736	3.213933341
3.480440098	3.587188612	3.36229094
3.428789731	3.488838564	3.299843581
3.621943765	3.819475898	3.238479124
3.399144254	3.494985442	3.311635182
3.568154034	3.664509867	3.286006497
3.43398533	3.533484309	3.307423896
3.393031785	3.536719508	3.37059319
3.581295844	3.584923973	3.234749128
3.490220049	3.523131673	3.357357719
3.560819071	3.658039469	3.233786548
3.635391198	3.791653187	3.325833233
3.489914425	3.46942737	3.380459632
3.537897311	3.699126496	3.466249549
3.366442543	3.43869298	3.424257009
3.550733496	3.583306373	3.324148719
3.672677262	3.685215141	3.387077367
3.688264059	3.818181818	3.239080736
3.623777506	3.743448722	3.350860306
3.512224939	3.609835005	3.256527494
3.522310513	3.620511161	3.379015762
3.422677262	3.513426076	3.275779088
3.61094132	3.637657716	3.281795211
3.418704156	3.508896797	3.346047407
3.657701711	3.705596894	3.21140657
3.466075795	3.56130702	3.353387077
3.472799511	3.53089615	3.312958729
3.540953545	3.669362666	3.258693298
3.431234719	3.497250081	3.27589941
3.621026895	3.670980265	3.238719769
3.498777506	3.613070204	3.329924197
3.531784841	3.610482045	3.245217182
3.429706601	3.540278227	3.218866562
3.417176039	3.50113232	3.18649982
3.527811736	3.617275962	3.216941403
3.329156479	3.502426399	3.227168812
3.39792176	3.538984148	3.2265672
3.347493888	3.427369783	3.214173986
3.445293399	3.502102879	3.152207917
3.438264059	3.520543513	3.139935026
3.487775061	3.607246846	3.205871736
3.385391198	3.472986089	3.094453134
3.355134474	3.417664186	3.140536638
3.339547677	3.424781624	3.056551558
3.388447433	3.40504691	3.117916015
3.239608802	3.31284374	3.154373722
3.356356968	3.378194759	3.04933221
3.25	3.328372695	3.051377692
3.321821516	3.43610482	3.136084707
3.34596577	3.412487868	3.001203225
3.215158924	3.2487868	2.998435808
3.266503667	3.3138143	3.021778366
3.343215159	3.432222582	3.012754181
3.16992665	3.309932061	3.107568283
3.222799511	3.326755095	2.987967754
3.186735941	3.329666775	2.868246902
3.209352078	3.236816564	2.982553243
3.216992665	3.415399547	2.792082782
3.140892421	3.213199612	2.9228733
3.0599022	3.12455516	2.973890025
3.170537897	3.267550954	2.865599807
2.937041565	2.965059851	2.943328119
3.136613692	3.221287609	2.86668271
3.184290954	3.266256875	2.963903261
3.004889976	3.032999029	2.868126579
3.167481663	3.25008088	2.810251474
3.061430318	3.126819799	2.860786909
3.201405868	3.305079262	2.724341235
3.113080685	3.176641863	2.754542173
3.020171149	3.056615982	2.809048249
3.039731051	3.146878033	2.69774997
2.924511002	3.03202847	2.752857659
2.911674817	2.959883533	2.720490916
2.993887531	3.036881268	2.746961858
2.877139364	2.923002265	2.733846709
2.862469438	2.971853769	2.75538443
2.886919315	2.910061469	2.675009024
2.942848411	2.99870592	2.685116111
2.910146699	2.96732449	2.651907111
2.890892421	2.949207376	2.620141981
2.825488998	2.867356842	2.584406209
2.767114914	2.892591394	2.644447118
2.820293399	2.882238758	2.733004452
2.697432763	2.84373989	2.607869089
2.697432763	2.827563895	2.658284202
2.83099022	2.886768036	2.554566238
3.007640587	3.028793271	2.535073998
2.765281174	2.835004853	2.591384912
2.788814181	2.894856034	2.561785585
2.74297066	2.75024264	2.577547828
2.700794621	2.731154966	2.506196607
2.781784841	2.87415076	2.567801709
2.725244499	2.81203494	2.498977259
2.724633252	2.804593983	2.564192035
2.712408313	2.721125849	2.49657081
2.722799511	2.833710773	2.532787872
2.664731051	2.709479133	2.543135603
2.71393643	2.805888062	2.522680784
2.606051345	2.693950178	2.427024425
2.666259169	2.771918473	2.497653712
2.66809291	2.71756713	2.50391048
2.658618582	2.703655775	2.598965227
2.573655257	2.646716273	2.426663458
2.656784841	2.725008088	2.42726507
2.612775061	2.703979295	2.449645049
2.725550122	2.767712714	2.417157983
2.614914425	2.680362342	2.403080255
2.554095355	2.715302491	2.3535074
2.584046455	2.629893238	2.430995067
2.567848411	2.565189259	2.363855132
2.510391198	2.558718861	2.415714114
2.521699267	2.542866386	2.409096378
2.601772616	2.659333549	2.307303574
2.50794621	2.568100938	2.374563831
2.533618582	2.654157231	2.250752015
2.552261614	2.68683274	2.338587414
2.417787286	2.484632805	2.388882204
2.560207824	2.600452928	2.438816027
2.376222494	2.387576836	2.286728432
2.44896088	2.519249434	2.274335218
2.614303178	2.631834358	2.288894237
2.599633252	2.65706891	2.268198773
2.44804401	2.494661922	2.321982914
2.389364303	2.43610482	2.321501624
2.352689487	2.448398577	2.250872338
2.399755501	2.419928826	2.266032968
2.473716381	2.540278227	2.245698472
2.485330073	2.548042705	2.331007099
2.44193154	2.483662245	2.247623631
2.389669927	2.396958913	2.225484298
2.424511002	2.463927532	2.218505595
2.460880196	2.493044322	2.222837204
2.33190709	2.431252022	2.24220912
2.319070905	2.387900356	2.28420166
2.319987775	2.326755095	2.21874624
2.357885086	2.378518279	2.187221754
2.366748166	2.416693627	2.226206233
2.35299511	2.413781948	2.219347852
2.321821516	2.408929149	2.271928769
2.321210269	2.303138143	2.244374925
2.350855746	2.386606276	2.241246541
2.341992665	2.384018117	2.259415233
2.394254279	2.40666451	2.284442305
