ASAP_A	ASAP_B	ASAP_C
2.338630807	2.384665157	2.23390687
2.350855746	2.443869298	2.269642642
2.386002445	2.491750243	2.18409337
2.361858191	2.453574895	2.308867766
2.334963325	2.452604335	2.200336903
2.408924205	2.470721449	2.329322585
2.279645477	2.384665157	2.262543617
2.456295844	2.473633128	2.241366863
2.308374083	2.369783242	2.134400193
2.472493888	2.558071821	2.21826495
2.361552567	2.398576512	2.292383588
2.310819071	2.378841799	2.173865961
2.233801956	2.296020705	2.272410059
2.356662592	2.423487544	2.216339791
2.376833741	2.512455516	2.145710504
2.231968215	2.331607894	2.209842378
2.364914425	2.510837917	2.285404885
2.30806846	2.411517308	2.258813621
2.281784841	2.303138143	2.178077247
2.326405868	2.426399224	2.094212489
2.365831296	2.403105791	2.097942486
2.430929095	2.536395988	2.119720852
2.243276284	2.300549984	2.208398508
2.194070905	2.269815594	2.163036939
2.1849022	2.24846328	2.139935026
2.224633252	2.304432223	2.140055348
2.325183374	2.394370754	2.172181446
2.232273839	2.301197024	2.172783059
2.319682152	2.297961825	2.160871135
2.234413203	2.31187318	2.167849838
2.325183374	2.336784212	2.150764048
2.356051345	2.351342608	2.061364457
2.25	2.315431899	2.175069185
2.268031785	2.333225493	2.119359884
2.224022005	2.283079909	2.112621826
2.153117359	2.222905209	2.210684635
2.30806846	2.340989971	2.129827939
2.21301956	2.229052087	2.139574058
2.253973105	2.304755742	2.105282156
2.311124694	2.385312197	2.18505595
2.279645477	2.305726302	2.141138251
2.224938875	2.28178583	2.237275899
2.194070905	2.225169848	2.190350138
2.281479218	2.351019088	2.128865359
2.244498778	2.293109026	2.152929852
2.341075795	2.348107409	2.078209602
2.326405868	2.381429958	2.172783059
2.228300734	2.232287286	2.167368548
2.259474328	2.304108703	2.106365058
2.194987775	2.267550954	2.157863073
2.319376528	2.346489809	2.043556732
2.238997555	2.256874798	2.155095656
2.184596577	2.205758654	2.203344964
2.207823961	2.294726626	2.096257971
2.180317848	2.159818829	2.12453375
2.23594132	2.268197994	2.154253399
2.330684597	2.307020382	2.019973529
2.140281174	2.258492397	2.130790519
2.25702934	2.256227758	2.068583805
2.262530562	2.411517308	2.072313801
2.110330073	2.162406988	2.113825051
2.204767726	2.257845357	2.076284442
2.156479218	2.25072792	2.125857298
2.175122249	2.226140408	2.098544098
2.181234719	2.252021999	2.122969558
2.172066015	2.227758007	2.148477921
2.196515892	2.224846328	2.096739261
2.141503667	2.227434487	2.081458308
2.220660147	2.240698803	2.098423776
2.283007335	2.306049822	2.093610877
2.196821516	2.21934649	2.012393214
2.212713936	2.268845034	2.077728312
2.241136919	2.25137496	1.97364938
2.249388753	2.205435134	2.075562508
2.124694377	2.129084439	2.006617736
2.175733496	2.211258492	2.053302852
2.04309291	2.087997412	2.106365058
2.142420538	2.137819476	1.99903742
2.093215159	2.131996118	2.090963783
2.157090465	2.235522485	1.946215859
2.238691932	2.268521514	2.045000602
2.066625917	2.090909091	2.010107087
2.171149144	2.194758978	2.005655156
2.046760391	2.027175671	1.940320058
2.109107579	2.173730184	1.967994225
2.111552567	2.105467486	2.006016123
2.109413203	2.137172436	2.02538804
2.003361858	2.066321579	2.064252196
2.063569682	2.050145584	2.00048129
2.125611247	2.170171466	1.926362652
2.095354523	2.150113232	2.012272891
2.169315403	2.185053381	2.012874504
2.071210269	2.054351343	2.053543497
1.997860636	2.002911679	1.954758753
2.091687042	2.171142025	1.956804235
2.116748166	2.142995794	1.89796655
2.129278729	2.18893562	1.913367826
2.035146699	2.069880298	1.901816869
2.05898533	2.12552572	1.986523884
1.978300733	1.986412164	1.961496811
1.970660147	2.036881268	1.965708098
2.005195599	2.057586542	2.021176754
2.086185819	2.105467486	1.950066177
2.028117359	2.043998706	1.955961978
2.076100244	2.122614041	1.968595837
2.154339853	2.105143966	1.927926844
2.022616137	2.064380459	1.865479485
2.042176039	2.083468133	1.912405246
2.084352078	2.082174054	1.852965949
2.00794621	2.03170495	2.019853207
1.913202934	1.978647687	1.979063891
1.966687042	2.014234875	1.941763927
1.997555012	1.996117761	1.895439779
2.083740831	2.164348107	1.804355673
2.072127139	2.152701391	1.877150764
2.011308068	2.051439664	1.83936951
1.992665037	2.016499515	1.91601492
1.871638142	1.903914591	1.849957887
1.994498778	1.993529602	1.870533029
1.91106357	1.949854416	1.826374684
2.010696822	1.966677451	1.892431717
1.959046455	1.923325785	1.860425942
1.953850856	1.975088968	1.842979184
1.937652812	1.927531543	1.83936951
1.956601467	2.017146555	1.792082782
1.928484108	1.958265933	1.819035014
1.904339853	1.927855063	1.822524365
1.907701711	1.981882886	1.828299844
1.844743276	1.855710126	1.836722416
1.875611247	1.932384342	1.775839249
1.928484108	1.96797153	1.879918181
1.870110024	1.933031381	1.787871496
1.920232274	1.989970883	1.883166887
1.85299511	1.901649951	1.751774756
1.954767726	2.018440634	1.869209481
1.919315403	1.926884503	1.712669955
1.944682152	1.993206082	1.768619901
1.847188264	1.819799418	1.840933702
1.927261614	1.985441605	1.819756949
1.776894866	1.807829181	1.803994706
1.797982885	1.851504368	1.83347371
1.888447433	1.955677774	1.702322224
1.893643032	1.851504368	1.802069546
1.915953545	1.96861857	1.732162195
1.880195599	1.920090586	1.784743112
1.765586797	1.792300226	1.751293466
1.908924205	1.956971854	1.680904825
1.823655257	1.846328049	1.828299844
1.880806846	1.935296021	1.809168572
1.819987775	1.840504691	1.699073517
1.719132029	1.783241669	1.759475394
1.920537897	1.989323843	1.683070629
1.885085575	1.9382077	1.764047648
1.794621027	1.78032999	1.768980869
1.887530562	1.900032352	1.779569246
1.733190709	1.728566807	1.750812177
1.888141809	1.910061469	1.625315846
1.856356968	1.872533161	1.795812778
1.899144254	1.871562601	1.786547949
1.858190709	1.90747331	1.752857659
1.68306846	1.756389518	1.741427024
1.87591687	1.908767389	1.675610637
1.898838631	1.911679068	1.791962459
1.847493888	1.855710126	1.71435447
1.834657702	1.846975089	1.70460835
1.722493888	1.759624717	1.747683793
1.902506112	1.896797153	1.682348695
1.784535452	1.846651569	1.719528336
1.732885086	1.757036558	1.734087354
1.810513447	1.830152054	1.705330285
1.75091687	1.757683598	1.7402238
1.790953545	1.803946943	1.675851281
1.801344743	1.803946943	1.733124774
1.792481663	1.777094791	1.731199615
1.813264059	1.84373989	1.63915293
1.745721271	1.760271757	1.652629046
1.805012225	1.832416694	1.671639995
1.766809291	1.840828211	1.737336061
1.738997555	1.725978648	1.701118999
1.68398533	1.78000647	1.688364818
1.751222494	1.757036558	1.662014198
1.775672372	1.855386606	1.714474792
1.850855746	1.805564542	1.644808086
1.781784841	1.788741508	1.724942847
1.710880196	1.722419929	1.672241608
1.842298289	1.803623423	1.638551318
1.705378973	1.75024264	1.763807003
1.812652812	1.848269169	1.7402238
1.733190709	1.762212876	1.745999278
1.749694377	1.78162407	1.675490314
1.846882641	1.896150113	1.636505836
1.806234719	1.854092527	1.687161593
1.85299511	1.941442899	1.681506437
1.726772616	1.735037205	1.664180002
1.666870416	1.679391783	1.653591626
1.77200489	1.81171142	1.702442546
1.718215159	1.763183436	1.724822524
1.761613692	1.776124232	1.647334857
1.655562347	1.739890003	1.704127061
1.748166259	1.78162407	1.65575743
1.738691932	1.817211258	1.647695825
1.748777506	1.770947913	1.702442546
1.807151589	1.824975736	1.633257129
1.751833741	1.740860563	1.632414872
1.685513447	1.714978971	1.582842017
1.769254279	1.863474604	1.662495488
1.710574572	1.740860563	1.653471303
1.66809291	1.756713038	1.618938756
1.657701711	1.65771595	1.631572615
1.731662592	1.75088968	1.634941644
1.717909535	1.755418958	1.686319336
1.657701711	1.679715302	1.619781013
1.625305623	1.683597541	1.675369992
1.689180929	1.700097056	1.681386115
1.797677262	1.767389194	1.68992901
1.675733496	1.703008735	1.693899651
1.771393643	1.763830476	1.713030923
1.753361858	1.761565836	1.612441343
1.710268949	1.765771595	1.682950307
1.723410758	1.855386606	1.605342317
1.802261614	1.84244581	1.719528336
1.672982885	1.6861857	1.652027434
1.738691932	1.828534455	1.635904223
1.663202934	1.649951472	1.63722777
1.775061125	1.78130055	1.555889785
1.736246944	1.745389841	1.608831669
1.702322738	1.675186024	1.647094212
1.724633252	1.71918473	1.627842618
1.635391198	1.649627952	1.602815546
1.689792176	1.720802329	1.578871375
1.676650367	1.712390812	1.61280231
1.662591687	1.753477839	1.613163278
1.652811736	1.663215788	1.655637107
1.644254279	1.623099321	1.646372278
1.701100244	1.691038499	1.578751053
1.636002445	1.696861857	1.616291662
1.705684597	1.699773536	1.588256527
1.697127139	1.757036558	1.525207556
1.709046455	1.724037528	1.682469017
1.658007335	1.729213847	1.669955481
1.636919315	1.667098027	1.664661292
1.594437653	1.576512456	1.56298881
1.773838631	1.793594306	1.550715919
1.802567237	1.802005823	1.603296836
1.72891198	1.763506956	1.656479365
1.618276284	1.643481074	1.643845506
1.627444988	1.672921385	1.708338347
1.651589242	1.684244581	1.565996872
1.726161369	1.732772566	1.663698713
1.66992665	1.784535749	1.68066418
1.794621027	1.824975736	1.688846108
1.626528117	1.676803623	1.703405126
1.68306846	1.739566483	1.618457466
1.780256724	1.742478162	1.541330766
1.733496333	1.78065351	1.649380339
1.750305623	1.821093497	1.625195524
1.672066015	1.731154966	1.619179401
1.616748166	1.630540278	1.570448803
1.769254279	1.78000647	1.588737817
1.694070905	1.725978648	1.543496571
1.672982885	1.712067292	1.656359042
1.619498778	1.611129084	1.613644567
1.609413203	1.628599159	1.597882325
1.626222494	1.639275315	1.629045843
1.756418093	1.707214494	1.548550114
1.703545232	1.760271757	1.679099988
1.645171149	1.660304109	1.54542173
1.685513447	1.722096409	1.610034894
1.591381418	1.584276933	1.560702683
1.737775061	1.755095438	1.659126459
1.63997555	1.621481721	1.617254241
1.700488998	1.673891944	1.632174227
1.655562347	1.639598835	1.619179401
1.727383863	1.747978001	1.564673325
1.752750611	1.742801682	1.575863314
1.680623472	1.703008735	1.550114306
1.694070905	1.716920091	1.529178198
1.662591687	1.652216111	1.555288172
1.669621027	1.702361695	1.559138491
1.575488998	1.578453575	1.561304296
1.577322738	1.578777095	1.568162676
1.600244499	1.65739243	1.525087234
1.656173594	1.703655775	1.54494044
1.621026895	1.608864445	1.500541451
1.637224939	1.650922032	1.612681988
1.546149144	1.551924943	1.568282998
1.548899755	1.613070204	1.526290458
1.546454768	1.599805888	1.554566238
1.629278729	1.685862181	1.572855252
1.640281174	1.659010029	1.498255324
1.58190709	1.556777742	1.574299122
1.673899755	1.636363636	1.484418241
1.595354523	1.668392106	1.503308868
1.61094132	1.607893885	1.583804596
1.657090465	1.716920091	1.489953074
1.491136919	1.475897768	1.494405005
1.518643032	1.606276286	1.531704969
1.637224939	1.647039793	1.538202382
1.556234719	1.559365901	1.570208158
1.550427873	1.542542866	1.588136205
1.612163814	1.597864769	1.506076284
1.589547677	1.626981559	1.538322705
1.675427873	1.691038499	1.476236313
1.661674817	1.710773213	1.501143063
1.537591687	1.505661598	1.526290458
1.612163814	1.631834358	1.517867886
1.515892421	1.554189583	1.525809169
1.55898533	1.588159172	1.545181085
1.615831296	1.583953413	1.476958248
1.611552567	1.59495309	1.5361569
1.618276284	1.620511161	1.46288052
1.599022005	1.598511808	1.517145951
1.529645477	1.565189259	1.51317531
1.597188264	1.598511808	1.467573096
1.509779951	1.529602071	1.5136566
1.619498778	1.596894209	1.47070148
1.566320293	1.597217729	1.534352064
1.510085575	1.523455192	1.423414752
1.563875306	1.603041087	1.412465407
1.521393643	1.543836946	1.516303694
1.611858191	1.637010676	1.427866683
1.458435208	1.475574248	1.484658886
1.485330073	1.508249757	1.413909277
1.545843521	1.586541572	1.39646252
1.502750611	1.524425752	1.478642763
1.507334963	1.544807506	1.436409578
1.445599022	1.485926885	1.47118277
1.427567237	1.490456163	1.420045723
1.520171149	1.569718538	1.370472867
1.462713936	1.46780977	1.457345686
1.532701711	1.53219023	1.473709542
1.454767726	1.483985765	1.485982433
1.427567237	1.415399547	1.42870894
1.504584352	1.536395988	1.403080255
1.563264059	1.529602071	1.443267958
1.538202934	1.565189259	1.465046324
1.457823961	1.467162731	1.421489592
1.443154034	1.46878033	1.408615088
1.444987775	1.53186671	1.354349657
1.560513447	1.551924943	1.423294429
1.4400978	1.513749596	1.469859223
1.500305623	1.482368166	1.458308266
1.385391198	1.386929796	1.404644447
1.467909535	1.447751537	1.42870894
1.511919315	1.53219023	1.397304777
1.496026895	1.549336784	1.466851161
1.479217604	1.482691686	1.386355433
1.519865526	1.516337755	1.358681266
1.41198044	1.453251375	1.375285766
1.502750611	1.495632481	1.376128023
1.474938875	1.446780977	1.483455661
1.41992665	1.399870592	1.431356034
1.421760391	1.434163701	1.442064733
1.409841076	1.444192818	1.37107448
1.55806846	1.578453575	1.444471183
1.496638142	1.512455516	1.447479244
1.515892421	1.536395988	1.469016965
1.437958435	1.414428987	1.379737697
1.45690709	1.465221611	1.436890868
1.471882641	1.516014235	1.365780291
1.532701711	1.5626011	1.419083143
1.446821516	1.477191847	1.4199254
1.462102689	1.46878033	1.437372157
1.410146699	1.410870269	1.393454458
1.445904645	1.474280168	1.409216701
1.511919315	1.527013911	1.405005415
1.485635697	1.546101585	1.349897726
1.459963325	1.466839211	1.424617976
1.533312958	1.510190877	1.392852846
1.465158924	1.494014882	1.401516063
1.437652812	1.441604659	1.395740585
1.477383863	1.472986089	1.328239682
1.423594132	1.445486897	1.340512574
1.442542787	1.411840828	1.350739983
1.381112469	1.46845681	1.40428348
1.382640587	1.397605953	1.39501865
1.437347188	1.416046587	1.378173505
1.396699267	1.393723714	1.337504512
1.44101467	1.489485603	1.402117675
1.449877751	1.451633775	1.339429672
1.338325183	1.400517632	1.346528697
1.359413203	1.362989324	1.333533871
1.469743276	1.470721449	1.37697028
1.361552567	1.402135231	1.482493081
1.373471883	1.417987706	1.371676092
1.365220049	1.399870592	1.385513175
1.437347188	1.403429311	1.323547106
1.563569682	1.578130055	1.352424498
1.4049511	1.463280492	1.439056672
1.414425428	1.429957942	1.403200578
1.373777506	1.398576512	1.383588016
1.391198044	1.354577807	1.32908194
1.495721271	1.49951472	1.309469378
1.448349633	1.515367195	1.366863193
1.412286064	1.445486897	1.344001925
1.363997555	1.387576836	1.369269643
1.351466993	1.40666451	1.330044519
1.459352078	1.472662569	1.383467693
1.415953545	1.434487221	1.345566117
1.399449878	1.422840505	1.366863193
1.360635697	1.380135878	1.37889544
1.41992665	1.458751213	1.347009987
1.398227384	1.40472339	1.378173505
1.40403423	1.442898738	1.34520515
1.38905868	1.396958913	1.40476477
1.384779951	1.426399224	1.327036458
1.438875306	1.433193141	1.365539646
1.436124694	1.440634099	1.329803874
1.457823961	1.483985765	1.292624233
1.359718826	1.365577483	1.328841295
1.434596577	1.40569395	1.372157382
1.346271394	1.370753801	1.357357719
1.294315403	1.380459398	1.347852244
1.326405868	1.397605953	1.334015161
1.412897311	1.376900679	1.32811936
1.423899755	1.418634746	1.273011671
1.412591687	1.403105791	1.357478041
1.38905868	1.412487868	1.366502226
1.339547677	1.357489486	1.405727349
1.363997555	1.292138467	1.30321261
1.410146699	1.429957942	1.333172903
1.378056235	1.383371077	1.350138371
1.451405868	1.480427046	1.31055228
1.321821516	1.354254287	1.353146432
1.428789731	1.415076027	1.34424257
1.385391198	1.411840828	1.296835519
1.334352078	1.362342284	1.325833233
1.421149144	1.382400518	1.292744555
1.381418093	1.411193788	1.356876429
1.355745721	1.401488192	1.335819998
1.421760391	1.425105144	1.30176874
1.279339853	1.326755095	1.323547106
1.373471883	1.413458428	1.313199374
1.386613692	1.395664833	1.315124534
1.329156479	1.358460045	1.310191313
1.364608802	1.353607247	1.330646132
1.358496333	1.373018441	1.290217784
1.329156479	1.330960854	1.32077969
1.313875306	1.347783889	1.309349055
1.410452323	1.399870592	1.313199374
1.305012225	1.364606923	1.359403201
1.363691932	1.368812682	1.231500421
1.383557457	1.358460045	1.347009987
1.344132029	1.3756066	1.33497774
1.386613692	1.413134908	1.331849356
1.304095355	1.268845034	1.295632295
1.400672372	1.400841152	1.301648418
1.378361858	1.396635393	1.265551678
1.405562347	1.445486897	1.343881603
1.334657702	1.359107085	1.379617375
1.372555012	1.346489809	1.300565516
1.322738386	1.284373989	1.291300686
1.386919315	1.396311873	1.249789436
1.407090465	1.434487221	1.286487787
1.28698044	1.304432223	1.350499338
1.344743276	1.391459075	1.313440019
1.269865526	1.31122614	1.29491036
1.323655257	1.3138143	1.323547106
1.378973105	1.397605953	1.313440019
1.37591687	1.369783242	1.260016845
1.332212714	1.395341313	1.288653592
1.318765281	1.395017794	1.267115871
1.357579462	1.358783565	1.351702563
1.279645477	1.28275639	1.303934545
1.326405868	1.333549013	1.25195524
1.283618582	1.291491427	1.253639755
1.403117359	1.451957295	1.256527494
1.354217604	1.415723067	1.279990374
1.296454768	1.28049175	1.28564553
1.260696822	1.319961178	1.286247142
1.258863081	1.283726949	1.281313921
1.334657702	1.318020058	1.249187823
1.313875306	1.347460369	1.241968476
1.312652812	1.34390165	1.308988088
1.332823961	1.306696862	1.251594273
1.314486553	1.321255257	1.200577548
1.239608802	1.264315755	1.197328841
1.35207824	1.362342284	1.206954638
1.371943765	1.357165966	1.258933943
1.287286064	1.21999353	1.247262664
1.221882641	1.227434487	1.232583323
1.202933985	1.226787447	1.228973649
1.299816626	1.329343255	1.258212008
1.298594132	1.303461663	1.22801107
1.274144254	1.263668716	1.290338106
1.266198044	1.255257198	1.198532066
1.312347188	1.34260757	1.250150403
1.307151589	1.290844387	1.268198773
1.358496333	1.337431252	1.23631332
1.204767726	1.277903591	1.2265672
1.30103912	1.329019735	1.191553363
1.310819071	1.314461339	1.217543015
1.289119804	1.302491103	1.178317892
1.298899756	1.28275639	1.231741066
1.208740831	1.190229699	1.175430153
1.262224939	1.258168877	1.174106606
1.20599022	1.214170171	1.207917218
1.264364303	1.293756066	1.186138852
1.258557457	1.240051763	1.253519432
1.194682152	1.236816564	1.20117916
1.214853301	1.21902297	1.177355312
1.22707824	1.231640246	1.177836602
1.310819071	1.296667745	1.165082421
1.217298289	1.243934002	1.223077849
1.185207824	1.233257845	1.205751414
1.243581907	1.217081851	1.216941403
1.220660147	1.208670333	1.193237878
1.256112469	1.267227434	1.215858501
1.271393643	1.270786153	1.205992059
1.247860636	1.296020705	1.224882686
1.134474328	1.207376254	1.201540128
1.277811736	1.28113879	1.173625316
1.231662592	1.237463604	1.192275298
1.233496333	1.237463604	1.142943087
1.194376528	1.24943384	1.187101432
1.19193154	1.195082498	1.190470461
1.246026895	1.227434487	1.201299483
1.185513447	1.199935296	1.160389845
1.202322738	1.266256875	1.134039225
1.233801956	1.204141055	1.193117555
1.237775061	1.200258816	1.134881482
1.143948655	1.166612747	1.225845265
1.130195599	1.170818505	1.156539526
1.240525672	1.269815594	1.162555649
1.174816626	1.168553866	1.172181446
1.249694377	1.234228405	1.171098544
1.182457213	1.144936914	1.21730237
1.231662592	1.222258169	1.087715076
1.192542787	1.228081527	1.149560823
1.209963325	1.196376577	1.164721453
1.315403423	1.310902621	1.171940801
1.121638142	1.132319638	1.220551077
1.177872861	1.180524102	1.070147997
1.228300733	1.223875768	1.157863073
1.208129584	1.206082174	1.15040308
1.272310513	1.297638305	1.123330526
1.073349633	1.085085733	1.186379497
1.171149144	1.215787771	1.112020214
1.205378973	1.202846975	1.217903983
1.144559902	1.137172436	1.125135363
1.218215159	1.243610482	1.119480207
1.109413203	1.104496927	1.177355312
1.224022005	1.234551925	1.16652629
1.120721271	1.144936914	1.145229214
1.129584352	1.132643158	1.165804356
1.196515892	1.213199612	1.11911924
1.196210269	1.230669686	1.213933341
1.209963325	1.210611453	1.158585008
1.178484108	1.230022646	1.195283359
1.106051345	1.114526043	1.119359884
1.237469438	1.260433517	1.100950547
1.200488998	1.265933355	1.192515943
1.190403423	1.21902297	1.129587294
1.154645477	1.136201876	1.138009866
1.162591687	1.119378842	1.17530983
1.196821516	1.196376577	1.155215979
1.16198044	1.167906826	1.160991457
1.165342298	1.145583953	1.136445674
1.192542787	1.21772889	1.126819877
1.209046455	1.202199935	1.090121526
1.177261614	1.203494015	1.127782457
1.127444988	1.171465545	1.179400794
1.1549511	1.149142672	1.090121526
1.143643032	1.12552572	1.136806642
1.14608802	1.169847946	1.12645891
1.160146699	1.144936914	1.148718566
1.081295844	1.127790359	1.11911924
1.154645477	1.138142996	1.08494766
1.121332518	1.151083792	1.160269522
1.189792176	1.165642187	1.143424377
1.205684597	1.240698803	1.129707616
1.128361858	1.131349078	1.157863073
1.181234719	1.175671304	1.139814703
1.141198044	1.162083468	1.139213091
1.138447433	1.121967001	1.118758272
1.241442543	1.195406017	1.101672482
1.165953545	1.15658363	1.137167609
1.177872861	1.196700097	1.099867645
1.19101467	1.210287933	1.147876309
1.130195599	1.135231317	1.145349537
1.142726161	1.192494338	1.116111178
1.099022005	1.149142672	1.051858982
1.150061125	1.210934973	1.085669595
1.209352078	1.190553219	1.165323066
1.165647922	1.18602394	1.0937312
1.039425428	1.074086056	1.11815666
1.121026895	1.104820446	1.016484178
1.2200489	1.201876415	1.088918301
1.109413203	1.136848916	1.132475033
1.16992665	1.182788742	1.187823367
1.024755501	1	1.107207316
1.135085575	1.138142996	1.09132475
1.189486553	1.200905856	1.08254121
1.21301956	1.254286639	1.126338587
1.122249389	1.135554837	1.106846348
1.109107579	1.121967001	1.052340272
1.126833741	1.120672921	1.018409337
1.115831296	1.150760272	1.112982794
1.126833741	1.159495309	1.091204428
1.078239609	1.077644775	1.181686921
1.052261614	1.010352637	1.136205029
1.130501222	1.135554837	1.023342558
1.112469438	1.106114526	1.077728312
1.210574572	1.239404723	1.102635062
1.145782396	1.143642834	1.122849236
1.063264059	1.056615982	1.113103116
1.099022005	1.12584924	1.059318975
1.153117359	1.131996118	1.108049573
1.156479218	1.145907473	1.117555048
1.099938875	1.123261081	1.172903381
1.067237164	1.083144613	1.095295392
1.125	1.164671627	1
1.138141809	1.151730831	1.090602816
1.178178484	1.230022646	1.083142823
1.183374083	1.122614041	1.119359884
1.034229829	1.048527984	1.128865359
1.11094132	1.119378842	1.037179641
1.115831296	1.118731802	1.098784743
1.16106357	1.172112585	1.071471544
1.142420538	1.170494985	1.025147395
1.002139364	1.055645422	1.060281555
1.079462103	1.102555807	1.01756708
1.104828851	1.059851181	1.129827939
1.070904645	1.039469427	1.074118638
1.079462103	1.089938531	1.096859584
1	1.014881915	1.033449645
1.143643032	1.170171466	1.057032848
1.081601467	1.105467486	1.104199254
1.106968215	1.146554513	1.071230899
1.058374083	1.09285021	1.010708699
1.059290954	1.071497897	1.054506076
1.144865526	1.087026852	1.069065094
1.085880196	1.099320608	1.112260859
1.053178484	1.06276286	1.112862471
1.061735941	1.058880621	1.085910239
1.098410758	1.134260757	1.079653471
1.126222494	1.095438369	1.037781254
1.182151589	1.146878033	1.057754783
1.143643032	1.113231964	1.117555048
1.096882641	1.102232287	1.063770906
1.063569682	1.072791977	1.137648899
1.049816626	1.096085409	1.116592468
1.130501222	1.122614041	1.050535435
1.057457213	1.074409576	1.051016725
1.142420538	1.152377871	1.096979906
1.157090465	1.122290521	1.085669595
1.066320293	1.098997088	1.06834316
1.084046455	1.083791653	1.040668993
1.112163814	1.118731802	1.063650584
1.117665037	1.117437722	1.063409939
1.092298289	1.106761566	1.073276381
1.058374083	1.089291491	1.10155216
1.070599022	1.095438369	1.055348334
1.076405868	1.097703009	1.058958007
1.135696822	1.099320608	1.033569968
1.143948655	1.146878033	1.076284442
1.063569682	1.111614364	1.086872819
1.087408313	1.059204141	1.094332812
1.108190709	1.096732449	1.058837685
1.131723716	1.15528955	1.027914812
1.108190709	1.06276286	1.012152569
1.136613692	1.145907473	1.062206714
1.106356968	1.129407959	1.030080616
1.040342298	1.079585895	1.044759957
1.034841076	1.028793271	1.119239562
1.078239609	1.100291168	1.027313199
1.068154034	1.057586542	1.054987366
